date,sku,category,units_sold,promotion
2021-10-31,SKU_104,office,60,0
2021-11-01,SKU_104,office,70,0
2021-11-02,SKU_104,office,87,0
2021-11-03,SKU_104,office,81,0
2021-11-04,SKU_104,office,144,1
2021-11-05,SKU_104,office,69,0
2021-11-06,SKU_104,office,55,0
2021-11-07,SKU_104,office,52,0
2021-11-08,SKU_104,office,71,0
2021-11-09,SKU_104,office,74,0
2021-11-10,SKU_104,office,78,0
2021-11-11,SKU_104,office,76,0
2021-11-12,SKU_104,office,70,0
2021-11-13,SKU_104,office,57,0
2021-11-14,SKU_104,office,56,0
2021-11-15,SKU_104,office,78,0
2021-11-16,SKU_104,office,83,0
2021-11-17,SKU_104,office,82,0
2021-11-18,SKU_104,office,83,0
2021-11-19,SKU_104,office,67,0
2021-11-20,SKU_104,office,59,0
2021-11-21,SKU_104,office,60,0
2021-11-22,SKU_104,office,72,0
2021-11-23,SKU_104,office,76,0
2021-11-24,SKU_104,office,84,0
2021-11-25,SKU_104,office,84,0
2021-11-26,SKU_104,office,69,0
2021-11-27,SKU_104,office,50,0
2021-11-28,SKU_104,office,54,0
2021-11-29,SKU_104,office,75,0
2021-11-30,SKU_104,office,78,0
2021-12-01,SKU_104,office,88,0
2021-12-02,SKU_104,office,82,0
2021-12-03,SKU_104,office,73,0
2021-12-04,SKU_104,office,56,0
2021-12-05,SKU_104,office,57,0
2021-12-06,SKU_104,office,81,0
2021-12-07,SKU_104,office,81,0
2021-12-08,SKU_104,office,95,0
2021-12-09,SKU_104,office,81,0
2021-12-10,SKU_104,office,147,1
2021-12-11,SKU_104,office,60,0
2021-12-12,SKU_104,office,62,0
2021-12-13,SKU_104,office,84,0
2021-12-14,SKU_104,office,94,0
2021-12-15,SKU_104,office,85,0
2021-12-16,SKU_104,office,85,0
2021-12-17,SKU_104,office,72,0
2021-12-18,SKU_104,office,61,0
2021-12-19,SKU_104,office,62,0
2021-12-20,SKU_104,office,80,0
2021-12-21,SKU_104,office,89,0
2021-12-22,SKU_104,office,88,0
2021-12-23,SKU_104,office,81,0
2021-12-24,SKU_104,office,75,0
2021-12-25,SKU_104,office,67,0
2021-12-26,SKU_104,office,59,0
2021-12-27,SKU_104,office,78,0
2021-12-28,SKU_104,office,83,0
2021-12-29,SKU_104,office,81,0
2021-12-30,SKU_104,office,83,0
2021-12-31,SKU_104,office,77,0
2022-01-01,SKU_104,office,58,0
2022-01-02,SKU_104,office,68,0
2022-01-03,SKU_104,office,84,0
2022-01-04,SKU_104,office,94,0
2022-01-05,SKU_104,office,93,0
2022-01-06,SKU_104,office,86,0
2022-01-07,SKU_104,office,77,0
2022-01-08,SKU_104,office,63,0
2022-01-09,SKU_104,office,65,0
2022-01-10,SKU_104,office,81,0
2022-01-11,SKU_104,office,90,0
2022-01-12,SKU_104,office,100,0
2022-01-13,SKU_104,office,87,0
2022-01-14,SKU_104,office,79,0
2022-01-15,SKU_104,office,68,0
2022-01-16,SKU_104,office,65,0
2022-01-17,SKU_104,office,83,0
2022-01-18,SKU_104,office,95,0
2022-01-19,SKU_104,office,96,0
2022-01-20,SKU_104,office,88,0
2022-01-21,SKU_104,office,80,0
2022-01-22,SKU_104,office,61,0
2022-01-23,SKU_104,office,60,0
2022-01-24,SKU_104,office,85,0
2022-01-25,SKU_104,office,86,0
2022-01-26,SKU_104,office,89,0
2022-01-27,SKU_104,office,87,0
2022-01-28,SKU_104,office,78,0
2022-01-29,SKU_104,office,65,0
2022-01-30,SKU_104,office,68,0
2022-01-31,SKU_104,office,91,0
2022-02-01,SKU_104,office,88,0
2022-02-02,SKU_104,office,98,0
2022-02-03,SKU_104,office,92,0
2022-02-04,SKU_104,office,83,0
2022-02-05,SKU_104,office,67,0
2022-02-06,SKU_104,office,69,0
2022-02-07,SKU_104,office,92,0
2022-02-08,SKU_104,office,96,0
2022-02-09,SKU_104,office,103,0
2022-02-10,SKU_104,office,92,0
2022-02-11,SKU_104,office,80,0
2022-02-12,SKU_104,office,66,0
2022-02-13,SKU_104,office,64,0
2022-02-14,SKU_104,office,84,0
2022-02-15,SKU_104,office,94,0
2022-02-16,SKU_104,office,96,0
2022-02-17,SKU_104,office,96,0
2022-02-18,SKU_104,office,82,0
2022-02-19,SKU_104,office,62,0
2022-02-20,SKU_104,office,67,0
2022-02-21,SKU_104,office,88,0
2022-02-22,SKU_104,office,96,0
2022-02-23,SKU_104,office,93,0
2022-02-24,SKU_104,office,97,0
2022-02-25,SKU_104,office,174,1
2022-02-26,SKU_104,office,64,0
2022-02-27,SKU_104,office,63,0
2022-02-28,SKU_104,office,88,0
2022-03-01,SKU_104,office,97,0
2022-03-02,SKU_104,office,97,0
2022-03-03,SKU_104,office,97,0
2022-03-04,SKU_104,office,79,0
2022-03-05,SKU_104,office,69,0
2022-03-06,SKU_104,office,75,0
2022-03-07,SKU_104,office,93,0
2022-03-08,SKU_104,office,101,0
2022-03-09,SKU_104,office,94,0
2022-03-10,SKU_104,office,97,0
2022-03-11,SKU_104,office,83,0
2022-03-12,SKU_104,office,69,0
2022-03-13,SKU_104,office,65,0
2022-03-14,SKU_104,office,89,0
2022-03-15,SKU_104,office,97,0
2022-03-16,SKU_104,office,104,0
2022-03-17,SKU_104,office,89,0
2022-03-18,SKU_104,office,88,0
2022-03-19,SKU_104,office,68,0
2022-03-20,SKU_104,office,72,0
2022-03-21,SKU_104,office,88,0
2022-03-22,SKU_104,office,99,0
2022-03-23,SKU_104,office,99,0
2022-03-24,SKU_104,office,95,0
2022-03-25,SKU_104,office,94,0
2022-03-26,SKU_104,office,73,0
2022-03-27,SKU_104,office,77,0
2022-03-28,SKU_104,office,89,0
2022-03-29,SKU_104,office,99,0
2022-03-30,SKU_104,office,102,0
2022-03-31,SKU_104,office,101,0
2022-04-01,SKU_104,office,93,0
2022-04-02,SKU_104,office,72,0
2022-04-03,SKU_104,office,69,0
2022-04-04,SKU_104,office,87,0
2022-04-05,SKU_104,office,94,0
2022-04-06,SKU_104,office,98,0
2022-04-07,SKU_104,office,98,0
2022-04-08,SKU_104,office,89,0
2022-04-09,SKU_104,office,65,0
2022-04-10,SKU_104,office,70,0
2022-04-11,SKU_104,office,93,0
2022-04-12,SKU_104,office,95,0
2022-04-13,SKU_104,office,100,0
2022-04-14,SKU_104,office,92,0
2022-04-15,SKU_104,office,83,0
2022-04-16,SKU_104,office,68,0
2022-04-17,SKU_104,office,71,0
2022-04-18,SKU_104,office,83,0
2022-04-19,SKU_104,office,96,0
2022-04-20,SKU_104,office,104,0
2022-04-21,SKU_104,office,103,0
2022-04-22,SKU_104,office,91,0
2022-04-23,SKU_104,office,67,0
2022-04-24,SKU_104,office,74,0
2022-04-25,SKU_104,office,89,0
2022-04-26,SKU_104,office,90,0
2022-04-27,SKU_104,office,98,0
2022-04-28,SKU_104,office,96,0
2022-04-29,SKU_104,office,88,0
2022-04-30,SKU_104,office,66,0
2022-05-01,SKU_104,office,63,0
2022-05-02,SKU_104,office,88,0
2022-05-03,SKU_104,office,98,0
2022-05-04,SKU_104,office,92,0
2022-05-05,SKU_104,office,95,0
2022-05-06,SKU_104,office,85,0
2022-05-07,SKU_104,office,70,0
2022-05-08,SKU_104,office,62,0
2022-05-09,SKU_104,office,87,0
2022-05-10,SKU_104,office,94,0
2022-05-11,SKU_104,office,96,0
2022-05-12,SKU_104,office,93,0
2022-05-13,SKU_104,office,88,0
2022-05-14,SKU_104,office,75,0
2022-05-15,SKU_104,office,74,0
2022-05-16,SKU_104,office,86,0
2022-05-17,SKU_104,office,95,0
2022-05-18,SKU_104,office,95,0
2022-05-19,SKU_104,office,93,0
2022-05-20,SKU_104,office,78,0
2022-05-21,SKU_104,office,66,0
2022-05-22,SKU_104,office,66,0
2022-05-23,SKU_104,office,87,0
2022-05-24,SKU_104,office,178,1
2022-05-25,SKU_104,office,102,0
2022-05-26,SKU_104,office,94,0
2022-05-27,SKU_104,office,88,0
2022-05-28,SKU_104,office,67,0
2022-05-29,SKU_104,office,68,0
2022-05-30,SKU_104,office,89,0
2022-05-31,SKU_104,office,95,0
2022-06-01,SKU_104,office,99,0
2022-06-02,SKU_104,office,88,0
2022-06-03,SKU_104,office,74,0
2022-06-04,SKU_104,office,59,0
2022-06-05,SKU_104,office,67,0
2022-06-06,SKU_104,office,83,0
2022-06-07,SKU_104,office,97,0
2022-06-08,SKU_104,office,96,0
2022-06-09,SKU_104,office,94,0
2022-06-10,SKU_104,office,75,0
2022-06-11,SKU_104,office,62,0
2022-06-12,SKU_104,office,63,0
2022-06-13,SKU_104,office,96,0
2022-06-14,SKU_104,office,93,0
2022-06-15,SKU_104,office,169,1
2022-06-16,SKU_104,office,87,0
2022-06-17,SKU_104,office,82,0
2022-06-18,SKU_104,office,61,0
2022-06-19,SKU_104,office,66,0
2022-06-20,SKU_104,office,85,0
2022-06-21,SKU_104,office,90,0
2022-06-22,SKU_104,office,100,0
2022-06-23,SKU_104,office,88,0
2022-06-24,SKU_104,office,86,0
2022-06-25,SKU_104,office,63,0
2022-06-26,SKU_104,office,68,0
2022-06-27,SKU_104,office,92,0
2022-06-28,SKU_104,office,94,0
2022-06-29,SKU_104,office,102,0
2022-06-30,SKU_104,office,97,0
2022-07-01,SKU_104,office,78,0
2022-07-02,SKU_104,office,65,0
2022-07-03,SKU_104,office,71,0
2022-07-04,SKU_104,office,81,0
2022-07-05,SKU_104,office,89,0
2022-07-06,SKU_104,office,93,0
2022-07-07,SKU_104,office,85,0
2022-07-08,SKU_104,office,74,0
2022-07-09,SKU_104,office,61,0
2022-07-10,SKU_104,office,66,0
2022-07-11,SKU_104,office,80,0
2022-07-12,SKU_104,office,88,0
2022-07-13,SKU_104,office,92,0
2022-07-14,SKU_104,office,85,0
2022-07-15,SKU_104,office,78,0
2022-07-16,SKU_104,office,63,0
2022-07-17,SKU_104,office,61,0
2022-07-18,SKU_104,office,152,1
2022-07-19,SKU_104,office,172,1
2022-07-20,SKU_104,office,89,0
2022-07-21,SKU_104,office,86,0
2022-07-22,SKU_104,office,79,0
2022-07-23,SKU_104,office,57,0
2022-07-24,SKU_104,office,67,0
2022-07-25,SKU_104,office,83,0
2022-07-26,SKU_104,office,90,0
2022-07-27,SKU_104,office,89,0
2022-07-28,SKU_104,office,91,0
2022-07-29,SKU_104,office,131,1
2022-07-30,SKU_104,office,69,0
2022-07-31,SKU_104,office,63,0
2022-08-01,SKU_104,office,86,0
2022-08-02,SKU_104,office,92,0
2022-08-03,SKU_104,office,90,0
2022-08-04,SKU_104,office,87,0
2022-08-05,SKU_104,office,75,0
2022-08-06,SKU_104,office,65,0
2022-08-07,SKU_104,office,66,0
2022-08-08,SKU_104,office,84,0
2022-08-09,SKU_104,office,92,0
2022-08-10,SKU_104,office,87,0
2022-08-11,SKU_104,office,83,0
2022-08-12,SKU_104,office,85,0
2022-08-13,SKU_104,office,68,0
2022-08-14,SKU_104,office,68,0
2022-08-15,SKU_104,office,88,0
2022-08-16,SKU_104,office,86,0
2022-08-17,SKU_104,office,95,0
2022-08-18,SKU_104,office,90,0
2022-08-19,SKU_104,office,77,0
2022-08-20,SKU_104,office,61,0
2022-08-21,SKU_104,office,57,0
2022-08-22,SKU_104,office,76,0
2022-08-23,SKU_104,office,95,0
2022-08-24,SKU_104,office,96,0
2022-08-25,SKU_104,office,93,0
2022-08-26,SKU_104,office,82,0
2022-08-27,SKU_104,office,57,0
2022-08-28,SKU_104,office,128,1
2022-08-29,SKU_104,office,84,0
2022-08-30,SKU_104,office,91,0
2022-08-31,SKU_104,office,90,0
2022-09-01,SKU_104,office,88,0
2022-09-02,SKU_104,office,81,0
2022-09-03,SKU_104,office,65,0
2022-09-04,SKU_104,office,64,0
2022-09-05,SKU_104,office,83,0
2022-09-06,SKU_104,office,95,0
2022-09-07,SKU_104,office,97,0
2022-09-08,SKU_104,office,86,0
2022-09-09,SKU_104,office,85,0
2022-09-10,SKU_104,office,57,0
2022-09-11,SKU_104,office,65,0
2022-09-12,SKU_104,office,84,0
2022-09-13,SKU_104,office,88,0
2022-09-14,SKU_104,office,87,0
2022-09-15,SKU_104,office,84,0
2022-09-16,SKU_104,office,82,0
2022-09-17,SKU_104,office,66,0
2022-09-18,SKU_104,office,66,0
2022-09-19,SKU_104,office,81,0
2022-09-20,SKU_104,office,95,0
2022-09-21,SKU_104,office,91,0
2022-09-22,SKU_104,office,89,0
2022-09-23,SKU_104,office,79,0
2022-09-24,SKU_104,office,61,0
2022-09-25,SKU_104,office,66,0
2022-09-26,SKU_104,office,86,0
2022-09-27,SKU_104,office,89,0
2022-09-28,SKU_104,office,93,0
2022-09-29,SKU_104,office,91,0
2022-09-30,SKU_104,office,70,0
2022-10-01,SKU_104,office,65,0
2022-10-02,SKU_104,office,68,0
2022-10-03,SKU_104,office,86,0
2022-10-04,SKU_104,office,95,0
2022-10-05,SKU_104,office,94,0
2022-10-06,SKU_104,office,92,0
2022-10-07,SKU_104,office,76,0
2022-10-08,SKU_104,office,61,0
2022-10-09,SKU_104,office,67,0
2022-10-10,SKU_104,office,88,0
2022-10-11,SKU_104,office,97,0
2022-10-12,SKU_104,office,100,0
2022-10-13,SKU_104,office,96,0
2022-10-14,SKU_104,office,78,0
2022-10-15,SKU_104,office,60,0
2022-10-16,SKU_104,office,69,0
2022-10-17,SKU_104,office,84,0
2022-10-18,SKU_104,office,93,0
2022-10-19,SKU_104,office,98,0
2022-10-20,SKU_104,office,91,0
2022-10-21,SKU_104,office,84,0
2022-10-22,SKU_104,office,61,0
2022-10-23,SKU_104,office,67,0
2022-10-24,SKU_104,office,87,0
2022-10-25,SKU_104,office,98,0
2022-10-26,SKU_104,office,101,0
2022-10-27,SKU_104,office,89,0
2022-10-28,SKU_104,office,78,0
2022-10-29,SKU_104,office,67,0
2022-10-30,SKU_104,office,60,0
2022-10-31,SKU_104,office,89,0
2022-11-01,SKU_104,office,100,0
2022-11-02,SKU_104,office,97,0
2022-11-03,SKU_104,office,85,0
2022-11-04,SKU_104,office,88,0
2022-11-05,SKU_104,office,72,0
2022-11-06,SKU_104,office,60,0
2022-11-07,SKU_104,office,94,0
2022-11-08,SKU_104,office,103,0
2022-11-09,SKU_104,office,95,0
2022-11-10,SKU_104,office,156,1
2022-11-11,SKU_104,office,85,0
2022-11-12,SKU_104,office,69,0
2022-11-13,SKU_104,office,66,0
2022-11-14,SKU_104,office,94,0
2022-11-15,SKU_104,office,104,0
2022-11-16,SKU_104,office,98,0
2022-11-17,SKU_104,office,94,0
2022-11-18,SKU_104,office,86,0
2022-11-19,SKU_104,office,66,0
2022-11-20,SKU_104,office,69,0
2022-11-21,SKU_104,office,99,0
2022-11-22,SKU_104,office,97,0
2022-11-23,SKU_104,office,107,0
2022-11-24,SKU_104,office,96,0
2022-11-25,SKU_104,office,80,0
2022-11-26,SKU_104,office,69,0
2022-11-27,SKU_104,office,70,0
2022-11-28,SKU_104,office,91,0
2022-11-29,SKU_104,office,95,0
2022-11-30,SKU_104,office,99,0
2022-12-01,SKU_104,office,100,0
2022-12-02,SKU_104,office,89,0
2022-12-03,SKU_104,office,75,0
2022-12-04,SKU_104,office,73,0
2022-12-05,SKU_104,office,96,0
2022-12-06,SKU_104,office,95,0
2022-12-07,SKU_104,office,108,0
2022-12-08,SKU_104,office,96,0
2022-12-09,SKU_104,office,90,0
2022-12-10,SKU_104,office,71,0
2022-12-11,SKU_104,office,73,0
2022-12-12,SKU_104,office,99,0
2022-12-13,SKU_104,office,103,0
2022-12-14,SKU_104,office,103,0
2022-12-15,SKU_104,office,100,0
2022-12-16,SKU_104,office,89,0
2022-12-17,SKU_104,office,73,0
2022-12-18,SKU_104,office,71,0
2022-12-19,SKU_104,office,94,0
2022-12-20,SKU_104,office,99,0
2022-12-21,SKU_104,office,110,0
2022-12-22,SKU_104,office,101,0
2022-12-23,SKU_104,office,89,0
2022-12-24,SKU_104,office,69,0
2022-12-25,SKU_104,office,72,0
2022-12-26,SKU_104,office,94,0
2022-12-27,SKU_104,office,99,0
2022-12-28,SKU_104,office,111,0
2022-12-29,SKU_104,office,99,0
2022-12-30,SKU_104,office,91,0
2022-12-31,SKU_104,office,73,0
2023-01-01,SKU_104,office,75,0
2023-01-02,SKU_104,office,103,0
2023-01-03,SKU_104,office,111,0
2023-01-04,SKU_104,office,113,0
2023-01-05,SKU_104,office,106,0
2023-01-06,SKU_104,office,90,0
2023-01-07,SKU_104,office,72,0
2023-01-08,SKU_104,office,78,0
2023-01-09,SKU_104,office,98,0
2023-01-10,SKU_104,office,109,0
2023-01-11,SKU_104,office,111,0
2023-01-12,SKU_104,office,97,0
2023-01-13,SKU_104,office,97,0
2023-01-14,SKU_104,office,79,0
2023-01-15,SKU_104,office,82,0
2023-01-16,SKU_104,office,104,0
2023-01-17,SKU_104,office,109,0
2023-01-18,SKU_104,office,113,0
2023-01-19,SKU_104,office,100,0
2023-01-20,SKU_104,office,92,0
2023-01-21,SKU_104,office,74,0
2023-01-22,SKU_104,office,73,0
2023-01-23,SKU_104,office,99,0
2023-01-24,SKU_104,office,110,0
2023-01-25,SKU_104,office,115,0
2023-01-26,SKU_104,office,106,0
2023-01-27,SKU_104,office,105,0
2023-01-28,SKU_104,office,75,0
2023-01-29,SKU_104,office,75,0
2023-01-30,SKU_104,office,97,0
2023-01-31,SKU_104,office,108,0
2023-02-01,SKU_104,office,111,0
2023-02-02,SKU_104,office,108,0
2023-02-03,SKU_104,office,102,0
2023-02-04,SKU_104,office,80,0
2023-02-05,SKU_104,office,82,0
2023-02-06,SKU_104,office,103,0
2023-02-07,SKU_104,office,116,0
2023-02-08,SKU_104,office,114,0
2023-02-09,SKU_104,office,111,0
2023-02-10,SKU_104,office,96,0
2023-02-11,SKU_104,office,78,0
2023-02-12,SKU_104,office,80,0
2023-02-13,SKU_104,office,104,0
2023-02-14,SKU_104,office,118,0
2023-02-15,SKU_104,office,121,0
2023-02-16,SKU_104,office,216,1
2023-02-17,SKU_104,office,102,0
2023-02-18,SKU_104,office,85,0
2023-02-19,SKU_104,office,80,0
2023-02-20,SKU_104,office,187,1
2023-02-21,SKU_104,office,110,0
2023-02-22,SKU_104,office,260,1
2023-02-23,SKU_104,office,107,0
2023-02-24,SKU_104,office,100,0
2023-02-25,SKU_104,office,76,0
2023-02-26,SKU_104,office,83,0
2023-02-27,SKU_104,office,101,0
2023-02-28,SKU_104,office,249,1
2023-03-01,SKU_104,office,117,0
2023-03-02,SKU_104,office,119,0
2023-03-03,SKU_104,office,98,0
2023-03-04,SKU_104,office,77,0
2023-03-05,SKU_104,office,82,0
2023-03-06,SKU_104,office,101,0
2023-03-07,SKU_104,office,114,0
2023-03-08,SKU_104,office,124,0
2023-03-09,SKU_104,office,111,0
2023-03-10,SKU_104,office,100,0
2023-03-11,SKU_104,office,79,0
2023-03-12,SKU_104,office,77,0
2023-03-13,SKU_104,office,101,0
2023-03-14,SKU_104,office,111,0
2023-03-15,SKU_104,office,115,0
2023-03-16,SKU_104,office,108,0
2023-03-17,SKU_104,office,102,0
2023-03-18,SKU_104,office,80,0
2023-03-19,SKU_104,office,87,0
2023-03-20,SKU_104,office,108,0
2023-03-21,SKU_104,office,118,0
2023-03-22,SKU_104,office,117,0
2023-03-23,SKU_104,office,117,0
2023-03-24,SKU_104,office,94,0
2023-03-25,SKU_104,office,78,0
2023-03-26,SKU_104,office,78,0
2023-03-27,SKU_104,office,114,0
2023-03-28,SKU_104,office,118,0
2023-03-29,SKU_104,office,114,0
2023-03-30,SKU_104,office,106,0
2023-03-31,SKU_104,office,103,0
2023-04-01,SKU_104,office,80,0
2023-04-02,SKU_104,office,89,0
2023-04-03,SKU_104,office,106,0
2023-04-04,SKU_104,office,121,0
2023-04-05,SKU_104,office,124,0
2023-04-06,SKU_104,office,110,0
2023-04-07,SKU_104,office,102,0
2023-04-08,SKU_104,office,79,0
2023-04-09,SKU_104,office,83,0
2023-04-10,SKU_104,office,105,0
2023-04-11,SKU_104,office,121,0
2023-04-12,SKU_104,office,121,0
2023-04-13,SKU_104,office,116,0
2023-04-14,SKU_104,office,106,0
2023-04-15,SKU_104,office,77,0
2023-04-16,SKU_104,office,81,0
2023-04-17,SKU_104,office,104,0
2023-04-18,SKU_104,office,112,0
2023-04-19,SKU_104,office,119,0
2023-04-20,SKU_104,office,108,0
2023-04-21,SKU_104,office,99,0
2023-04-22,SKU_104,office,147,1
2023-04-23,SKU_104,office,86,0
2023-04-24,SKU_104,office,108,0
2023-04-25,SKU_104,office,117,0
2023-04-26,SKU_104,office,121,0
2023-04-27,SKU_104,office,106,0
2023-04-28,SKU_104,office,103,0
2023-04-29,SKU_104,office,156,1
2023-04-30,SKU_104,office,80,0
2023-05-01,SKU_104,office,108,0
2023-05-02,SKU_104,office,114,0
2023-05-03,SKU_104,office,117,0
2023-05-04,SKU_104,office,104,0
2023-05-05,SKU_104,office,97,0
2023-05-06,SKU_104,office,169,1
2023-05-07,SKU_104,office,82,0
2023-05-08,SKU_104,office,106,0
2023-05-09,SKU_104,office,110,0
2023-05-10,SKU_104,office,112,0
2023-05-11,SKU_104,office,174,1
2023-05-12,SKU_104,office,96,0
2023-05-13,SKU_104,office,77,0
2023-05-14,SKU_104,office,83,0
2023-05-15,SKU_104,office,108,0
2023-05-16,SKU_104,office,114,0
2023-05-17,SKU_104,office,118,0
2023-05-18,SKU_104,office,105,0
2023-05-19,SKU_104,office,106,0
2023-05-20,SKU_104,office,78,0
2023-05-21,SKU_104,office,80,0
2023-05-22,SKU_104,office,104,0
2023-05-23,SKU_104,office,112,0
2023-05-24,SKU_104,office,115,0
2023-05-25,SKU_104,office,106,0
2023-05-26,SKU_104,office,96,0
2023-05-27,SKU_104,office,79,0
2023-05-28,SKU_104,office,83,0
2023-05-29,SKU_104,office,105,0
2023-05-30,SKU_104,office,119,0
2023-05-31,SKU_104,office,122,0
2023-06-01,SKU_104,office,104,0
2023-06-02,SKU_104,office,95,0
2023-06-03,SKU_104,office,75,0
2023-06-04,SKU_104,office,75,0
2023-06-05,SKU_104,office,101,0
2023-06-06,SKU_104,office,109,0
2023-06-07,SKU_104,office,122,0
2023-06-08,SKU_104,office,105,0
2023-06-09,SKU_104,office,99,0
2023-06-10,SKU_104,office,72,0
2023-06-11,SKU_104,office,75,0
2023-06-12,SKU_104,office,103,0
2023-06-13,SKU_104,office,112,0
2023-06-14,SKU_104,office,118,0
2023-06-15,SKU_104,office,104,0
2023-06-16,SKU_104,office,104,0
2023-06-17,SKU_104,office,71,0
2023-06-18,SKU_104,office,77,0
2023-06-19,SKU_104,office,103,0
2023-06-20,SKU_104,office,111,0
2023-06-21,SKU_104,office,110,0
2023-06-22,SKU_104,office,108,0
2023-06-23,SKU_104,office,100,0
2023-06-24,SKU_104,office,76,0
2023-06-25,SKU_104,office,76,0
2023-06-26,SKU_104,office,106,0
2023-06-27,SKU_104,office,116,0
2023-06-28,SKU_104,office,114,0
2023-06-29,SKU_104,office,110,0
2023-06-30,SKU_104,office,101,0
2023-07-01,SKU_104,office,77,0
2023-07-02,SKU_104,office,77,0
2023-07-03,SKU_104,office,101,0
2023-07-04,SKU_104,office,110,0
2023-07-05,SKU_104,office,111,0
2023-07-06,SKU_104,office,100,0
2023-07-07,SKU_104,office,91,0
2023-07-08,SKU_104,office,76,0
2023-07-09,SKU_104,office,75,0
2023-07-10,SKU_104,office,101,0
2023-07-11,SKU_104,office,104,0
2023-07-12,SKU_104,office,108,0
2023-07-13,SKU_104,office,104,0
2023-07-14,SKU_104,office,87,0
2023-07-15,SKU_104,office,72,0
2023-07-16,SKU_104,office,74,0
2023-07-17,SKU_104,office,100,0
2023-07-18,SKU_104,office,108,0
2023-07-19,SKU_104,office,216,1
2023-07-20,SKU_104,office,100,0
2023-07-21,SKU_104,office,97,0
2023-07-22,SKU_104,office,78,0
2023-07-23,SKU_104,office,79,0
2023-07-24,SKU_104,office,105,0
2023-07-25,SKU_104,office,107,0
2023-07-26,SKU_104,office,119,0
2023-07-27,SKU_104,office,106,0
2023-07-28,SKU_104,office,98,0
2023-07-29,SKU_104,office,77,0
2023-07-30,SKU_104,office,79,0
2023-07-31,SKU_104,office,97,0
2023-08-01,SKU_104,office,105,0
2023-08-02,SKU_104,office,103,0
2023-08-03,SKU_104,office,102,0
2023-08-04,SKU_104,office,95,0
2023-08-05,SKU_104,office,72,0
2023-08-06,SKU_104,office,78,0
2023-08-07,SKU_104,office,96,0
2023-08-08,SKU_104,office,104,0
2023-08-09,SKU_104,office,107,0
2023-08-10,SKU_104,office,105,0
2023-08-11,SKU_104,office,99,0
2023-08-12,SKU_104,office,81,0
2023-08-13,SKU_104,office,77,0
2023-08-14,SKU_104,office,101,0
2023-08-15,SKU_104,office,102,0
2023-08-16,SKU_104,office,105,0
2023-08-17,SKU_104,office,100,0
2023-08-18,SKU_104,office,98,0
2023-08-19,SKU_104,office,78,0
2023-08-20,SKU_104,office,84,0
2023-08-21,SKU_104,office,95,0
2023-08-22,SKU_104,office,107,0
2023-08-23,SKU_104,office,104,0
2023-08-24,SKU_104,office,98,0
2023-08-25,SKU_104,office,92,0
2023-08-26,SKU_104,office,71,0
2023-08-27,SKU_104,office,73,0
2023-08-28,SKU_104,office,96,0
2023-08-29,SKU_104,office,113,0
2023-08-30,SKU_104,office,114,0
2023-08-31,SKU_104,office,100,0
2023-09-01,SKU_104,office,96,0
2023-09-02,SKU_104,office,70,0
2023-09-03,SKU_104,office,70,0
2023-09-04,SKU_104,office,95,0
2023-09-05,SKU_104,office,108,0
2023-09-06,SKU_104,office,106,0
2023-09-07,SKU_104,office,105,0
2023-09-08,SKU_104,office,91,0
2023-09-09,SKU_104,office,75,0
2023-09-10,SKU_104,office,72,0
2023-09-11,SKU_104,office,98,0
2023-09-12,SKU_104,office,104,0
2023-09-13,SKU_104,office,108,0
2023-09-14,SKU_104,office,110,0
2023-09-15,SKU_104,office,91,0
2023-09-16,SKU_104,office,69,0
2023-09-17,SKU_104,office,76,0
2023-09-18,SKU_104,office,98,0
2023-09-19,SKU_104,office,108,0
2023-09-20,SKU_104,office,112,0
2023-09-21,SKU_104,office,102,0
2023-09-22,SKU_104,office,95,0
2023-09-23,SKU_104,office,74,0
2023-09-24,SKU_104,office,71,0
2023-09-25,SKU_104,office,101,0
2023-09-26,SKU_104,office,108,0
2023-09-27,SKU_104,office,112,0
2023-09-28,SKU_104,office,99,0
2023-09-29,SKU_104,office,96,0
2023-09-30,SKU_104,office,82,0
2023-10-01,SKU_104,office,72,0
2023-10-02,SKU_104,office,103,0
2023-10-03,SKU_104,office,110,0
2023-10-04,SKU_104,office,111,0
2023-10-05,SKU_104,office,108,0
2023-10-06,SKU_104,office,97,0
2023-10-07,SKU_104,office,80,0
2023-10-08,SKU_104,office,73,0
2023-10-09,SKU_104,office,105,0
2023-10-10,SKU_104,office,111,0
2023-10-11,SKU_104,office,106,0
2023-10-12,SKU_104,office,104,0
2023-10-13,SKU_104,office,96,0
2023-10-14,SKU_104,office,74,0
2023-10-15,SKU_104,office,77,0
2023-10-16,SKU_104,office,98,0
2023-10-17,SKU_104,office,117,0
2023-10-18,SKU_104,office,123,0
2023-10-19,SKU_104,office,108,0
2023-10-20,SKU_104,office,96,0
2023-10-21,SKU_104,office,72,0
2023-10-22,SKU_104,office,82,0
2023-10-23,SKU_104,office,103,0
2023-10-24,SKU_104,office,107,0
2023-10-25,SKU_104,office,109,0
2023-10-26,SKU_104,office,106,0
2023-10-27,SKU_104,office,96,0
2023-10-28,SKU_104,office,78,0
2023-10-29,SKU_104,office,77,0
2023-10-30,SKU_104,office,104,0
2023-10-31,SKU_104,office,109,0
2023-11-01,SKU_104,office,116,0
2023-11-02,SKU_104,office,114,0
2023-11-03,SKU_104,office,102,0
2023-11-04,SKU_104,office,78,0
2023-11-05,SKU_104,office,73,0
